id_credit,UNO,DOS,TRES,CUATRO,CINCO,SEIS,SIETE,OCHO,NUEVE,DIEZ,ONCE,DOCE,TRECE,CATORCE,QUINCE
630604,No contesta la llamada,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Pago recibido,Sin contacto (no atienden),,,,,
630872,Pago recibido,Contacto con Tercero,Pago recibido,Sin contacto (no atienden),Pago recibido,Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden)
630902,Pago recibido,Sin contacto (no atienden),Sin contacto (no atienden),Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),,,,
63104,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago
631203,Pago recibido,Contacto con Tercero,Sin contacto (no atienden),Contacto con Tercero,No contesta la llamada,No contesta la llamada,Sin contacto (no atienden),No contesta la llamada,No contesta la llamada,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero
631351,Pago recibido,Pago recibido,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Contacto con Tercero,Prestanombre,Pago recibido,Contacto con Tercero,Pago recibido,Contacto con Tercero,
631441,Pago recibido,Sin contacto (no atienden),Promesa de Pago,Promesa de Pago,,,,,,,,,,,
631539,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Sin contacto (no atienden),Sin contacto (no atienden),Promesa de Pago,Pago recibido,Contacto con Tercero,Convenio Pago Parcial
631563,Pago recibido,Pago recibido,Promesa de Pago,Contacto con Tercero,,,,,,,,,,,
631855,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago
631980,Pago recibido,,,,,,,,,,,,,,
632099,Pago recibido,Contacto con Tercero,,,,,,,,,,,,,
632148,Pago recibido,,,,,,,,,,,,,,
632280,Pago recibido,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,,,,,,,
632574,Contacto con Tercero,Contacto con Tercero,Ilocalizable,Promesa de Pago,,,,,,,,,,,
632694,Pago recibido,Pago recibido,,,,,,,,,,,,,
633067,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,,,,,,,,
633092,Pago recibido,Pago recibido,Pago recibido,Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),,,,,,,,
633160,Pago recibido,Sin contacto (no atienden),Pago recibido,Pago recibido,,,,,,,,,,,
633391,Pago recibido,Pago recibido,Pago recibido,Pago recibido,,,,,,,,,,,
633471,Pago recibido,Promesa de Pago,Promesa de Pago,Pago recibido,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,
633681,Pago recibido,Sin contacto (no atienden),Contacto con Tercero,Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),,,,,,,,,
633689,Pago recibido,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,,,,
634016,Pago recibido,Pago recibido,Pago recibido,,,,,,,,,,,,
634105,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago
634445,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Pago recibido,Contacto con Tercero,Pago recibido,No contesta la llamada,Contacto con Tercero
634486,Pago recibido,Promesa de Pago,Pago recibido,Pago recibido,Promesa de Pago,,,,,,,,,,
634523,Sin contacto (no atienden),Promesa de Pago,Promesa de Pago,,,,,,,,,,,,
634530,Pago recibido,Promesa de Pago,Promesa de Pago,Contacto con Tercero,Contacto con Tercero,Pago recibido,Promesa de Pago,Promesa de Pago,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Pago recibido,Promesa de Pago,Contacto con Tercero,Contacto con Tercero
634580,Contacto con Tercero,Prestanombre,Prestanombre,Prestanombre,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Pago recibido,Contacto con Tercero,Pago recibido,Contacto con Tercero
634730,Pago recibido,Contacto con Tercero,Promesa de Pago,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Sin contacto (no atienden),Contacto con Tercero,,,,,,,
635020,Contacto con Tercero,,,,,,,,,,,,,,
635034,Moto recuperada,Promesa de Pago,,,,,,,,,,,,,
635069,Pago recibido,Pago recibido,Contacto con Tercero,Cambio de Domicilio,Cambio de Domicilio,Cambio de Domicilio,Cambio de Domicilio,Cambio de Domicilio,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero
635152,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido
635157,Pago recibido,Convenio Pago Parcial,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,,,,,,,
635162,Pago recibido,Promesa de Pago,,,,,,,,,,,,,
635438,Pago recibido,Pago recibido,Pago recibido,,,,,,,,,,,,
635562,Promesa de Pago,Promesa de Pago,,,,,,,,,,,,,
63564,Pago recibido,Promesa de Pago,Promesa de Pago,Contacto con Tercero,,,,,,,,,,,
635884,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago
636162,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Contacto con Tercero,,,,,,
636210,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Promesa de Pago,Pago recibido,Promesa de Pago,Convenio Pago Parcial,Promesa de Pago
636451,Pago recibido,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,Contacto con Tercero,Contacto con Tercero,Pago recibido,Contacto con Tercero,,,,
6365,Sin contacto (no atienden),Cambio de Domicilio,Cambio de Domicilio,,,,,,,,,,,,
636585,Pago recibido,Cambio de Domicilio,Cambio de Domicilio,Contacto con Tercero,Contacto con Tercero,,,,,,,,,,
636806,Sin contacto (no atienden),Promesa de Pago,,,,,,,,,,,,,
636856,Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),,,,,,,,,,
636892,Pago recibido,Contacto con Tercero,Pago recibido,Contacto con Tercero,Contacto con Tercero,Pago recibido,Contacto con Tercero,,,,,,,,
636955,Pago recibido,Promesa de Pago,Pago recibido,Cambio de Domicilio,Promesa de Pago,,,,,,,,,,
637160,Promesa de Pago,,,,,,,,,,,,,,
6375,Promesa de Pago,,,,,,,,,,,,,,
637903,Sin contacto (no atienden),Pago recibido,,,,,,,,,,,,,
637970,Pago recibido,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,,,,,,,
637974,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Pago recibido,Contacto con Tercero,Contacto con Tercero,Pago recibido,
6382,Pago recibido,,,,,,,,,,,,,,
6384,Pago recibido,Pago recibido,Pago recibido,Pago recibido,,,,,,,,,,,
638474,Promesa de Pago,Pago recibido,,,,,,,,,,,,,
638530,Pago recibido,Pago recibido,Pago recibido,,,,,,,,,,,,
638791,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,,,,,,,
638792,Pago recibido,,,,,,,,,,,,,,
638850,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,,,,,,,,,,
639355,Pago recibido,Promesa de Pago,Contacto con Tercero,Promesa de Pago,Pago recibido,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago
639418,Pago recibido,Promesa de Pago,,,,,,,,,,,,,
639654,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,Pago recibido,,,,,,,,
639684,Pago recibido,Pago recibido,Promesa de Pago,,,,,,,,,,,,
639700,Pago recibido,Pago recibido,,,,,,,,,,,,,
639746,Pago recibido,Contacto con Tercero,Contacto con Tercero,Sin contacto (no atienden),Pago recibido,Promesa de Pago,Contacto con Tercero,Pago recibido,Promesa de Pago,Promesa de Pago,Contacto con Tercero,,,,
639934,Pago recibido,Contacto con Tercero,Pago recibido,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Promesa de Pago,,,,,,,
639985,Pago recibido,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,,,,,,
640009,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Contacto con Tercero,Pago recibido,Pago recibido,Promesa de Pago,Pago recibido,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,,
640039,Pago recibido,Promesa de Pago,Promesa de Pago,Contacto con Tercero,Pago recibido,Promesa de Pago,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Pago recibido,Promesa de Pago,Contacto con Tercero,Contacto con Tercero,,
640053,Promesa de Pago,,,,,,,,,,,,,,
640390,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago
640828,Pago recibido,Promesa de Pago,,,,,,,,,,,,,
640927,Sin contacto (no atienden),Sin contacto (no atienden),,,,,,,,,,,,,
641069,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,,,,,,
6412,Pago recibido,Pago recibido,Pago recibido,,,,,,,,,,,,
641525,No contesta la llamada,,,,,,,,,,,,,,
641661,Ilocalizable,Ilocalizable,Ilocalizable,Ilocalizable,,,,,,,,,,,
641823,Contacto con Tercero,Sin contacto (no atienden),Promesa de Pago,,,,,,,,,,,,
642029,Sin contacto (no atienden),Pago recibido,Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),,,,,,,,,
642275,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Pago recibido,,,,,,,,,,
642353,Pago recibido,Sin contacto (no atienden),Sin contacto (no atienden),,,,,,,,,,,,
642608,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Contacto con Tercero,,,,,,,,,
642657,Pago recibido,Pago recibido,Sin contacto (no atienden),Contacto con Tercero,,,,,,,,,,,
642785,Pago recibido,Promesa de Pago,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,,,,
642824,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Pago recibido,,,,,,,
642910,Pago recibido,Promesa de Pago,Promesa de Pago,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,,,,,,,,
642967,Pago recibido,Cambio de Domicilio,Pago recibido,Cambio de Domicilio,Prestanombre,Prestanombre,Prestanombre,Pago recibido,Promesa de Pago,Contacto con Tercero,,,,,
643009,Sin contacto (no atienden),Contacto con Tercero,,,,,,,,,,,,,
6432,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,Pago recibido,Pago recibido,,,,,,,,,
643319,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Sin contacto (no atienden),Sin contacto (no atienden),,,,,,,,,
643347,Pago recibido,Contacto con Tercero,Promesa de Pago,Sin contacto (no atienden),Pago recibido,,,,,,,,,,
643407,Pago recibido,Sin contacto (no atienden),Pago recibido,Promesa de Pago,Promesa de Pago,Pago recibido,Pago recibido,Contacto con Tercero,,,,,,,
643678,Pago recibido,,,,,,,,,,,,,,
643779,Pago recibido,Pago recibido,Pago recibido,Pago recibido,,,,,,,,,,,
643925,Pago recibido,No contesta la llamada,Sin contacto (no atienden),Sin contacto (no atienden),No contesta la llamada,,,,,,,,,,
644203,Pago recibido,Contacto con Tercero,Pago recibido,Contacto con Tercero,Pago recibido,Contacto con Tercero,Contacto con Tercero,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,,,,
644211,Pago recibido,Promesa de Pago,Pago recibido,,,,,,,,,,,,
644409,No contesta la llamada,,,,,,,,,,,,,,
644482,Pago recibido,Promesa de Pago,,,,,,,,,,,,,
644516,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,
644583,Pago recibido,Pago recibido,Promesa de Pago,Pago recibido,Pago recibido,Prestanombre,Contacto con Tercero,Contacto con Tercero,Promesa de Pago,Contacto con Tercero,,,,,
644795,Pago recibido,,,,,,,,,,,,,,
645055,No contesta la llamada,,,,,,,,,,,,,,
645106,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Contacto con Tercero,Promesa de Pago,Sin contacto (no atienden),Promesa de Pago,Promesa de Pago,Pago recibido,Contacto con Tercero,Promesa de Pago,Promesa de Pago,Sin contacto (no atienden),Sin contacto (no atienden)
645203,Pago recibido,Contacto con Tercero,Negativa de pago,,,,,,,,,,,,
645280,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,,,,,,,,,,
645538,Pago recibido,Promesa de Pago,Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Pago recibido,Pago recibido,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden)
645552,Contacto con Tercero,Contacto con Tercero,,,,,,,,,,,,,
645704,Pago recibido,Promesa de Pago,Contacto con Tercero,Pago recibido,Promesa de Pago,Promesa de Pago,Sin contacto (no atienden),Sin contacto (no atienden),Pago recibido,Promesa de Pago,Contacto con Tercero,Contacto con Tercero,Pago recibido,Promesa de Pago,Contacto con Tercero
645717,Pago recibido,Promesa de Pago,Promesa de Pago,,,,,,,,,,,,
645795,Pago recibido,,,,,,,,,,,,,,
645822,Pago recibido,Pago recibido,Pago recibido,,,,,,,,,,,,
646057,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,,,,,,,,,,,,
646215,Pago recibido,Promesa de Pago,Promesa de Pago,Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden)
646554,Pago recibido,,,,,,,,,,,,,,
646771,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,,,,
646871,Promesa de Pago,,,,,,,,,,,,,,
646885,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,,,,,,,,,,,
646927,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Pago recibido,Contacto con Tercero,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Pago recibido,Contacto con Tercero,Contacto con Tercero
647170,Pago recibido,Contacto con Tercero,Contacto con Tercero,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Pago recibido,Promesa de Pago
647316,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Pago recibido,Pago recibido,Promesa de Pago,Sin contacto (no atienden),Sin contacto (no atienden),Pago No Identificado
647318,Pago recibido,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Pago recibido,Sin contacto (no atienden),Promesa de Pago,Promesa de Pago,,,,,,
647415,Promesa de Pago,Promesa de Pago,,,,,,,,,,,,,
647452,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,,,,,,,,,,
647500,Pago recibido,Promesa de Pago,Promesa de Pago,Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),,,,,,,,,
647858,Pago recibido,Pago recibido,Contacto con Tercero,Sin contacto (no atienden),,,,,,,,,,,
648027,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,,,,,,,,,,,
648045,Pago recibido,Pago recibido,,,,,,,,,,,,,
648308,Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),,,,,,,
648519,Pago recibido,Promesa de Pago,Contacto con Tercero,Pago recibido,Contacto con Tercero,Contacto con Tercero,Pago recibido,Contacto con Tercero,Sin contacto (no atienden),,,,,,
648533,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,,,,,,,,,
648537,Pago recibido,Promesa de Pago,Contacto con Tercero,Sin contacto (no atienden),Contacto con Tercero,,,,,,,,,,
648595,Pago recibido,Sin contacto (no atienden),Sin contacto (no atienden),Contacto con Tercero,Sin contacto (no atienden),Contacto con Tercero,Pago recibido,Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden)
6486,Pago recibido,Promesa de Pago,Sin contacto (no atienden),Sin contacto (no atienden),,,,,,,,,,,
648735,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,,,,,,,,,
648771,Contacto con Tercero,,,,,,,,,,,,,,
648792,Contacto con Tercero,,,,,,,,,,,,,,
648886,Pago recibido,Promesa de Pago,,,,,,,,,,,,,
648904,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Promesa de Pago,Contacto con Tercero,Contacto con Tercero,Pago recibido,Promesa de Pago,Contacto con Tercero,,,,
64895,Pago recibido,Sin contacto (no atienden),Pago recibido,Promesa de Pago,Promesa de Pago,Sin contacto (no atienden),Pago recibido,Contacto con Tercero,Sin contacto (no atienden),Sin contacto (no atienden),Contacto con Tercero,Promesa de Pago,Contacto con Tercero,Sin contacto (no atienden),
649011,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,,,,,,,
649024,Promesa de Pago,Promesa de Pago,,,,,,,,,,,,,
649033,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Sin contacto (no atienden),Promesa de Pago,Promesa de Pago,Contacto con Tercero,,,,,
649748,Pago recibido,Pago recibido,,,,,,,,,,,,,
649849,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Contacto con Tercero,Contacto con Tercero,,,,,
649902,Pago recibido,Contacto con Tercero,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,,,,,,
650244,Pago recibido,,,,,,,,,,,,,,
650400,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Pago recibido,Pago recibido,Pago recibido,Sin contacto (no atienden),No contesta la llamada,Sin contacto (no atienden),,,,,
650443,Pago recibido,Pago recibido,Pago recibido,Promesa de Pago,Pago recibido,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,,,,
650563,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Sin contacto (no atienden),,
650637,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,,,,,,,,,,,
650717,Ilocalizable,Promesa de Pago,Pago recibido,Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),,,,,
650975,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Pago recibido,Sin contacto (no atienden),Pago recibido,Promesa de Pago,Promesa de Pago,Contacto con Tercero,Contacto con Tercero,,,,
651000,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Contacto con Tercero,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago
651029,Pago recibido,Contacto con Tercero,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Contacto con Tercero,,,,,,,
651053,Pago recibido,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago
651067,Negativa de pago,Negativa de pago,Negativa de pago,,,,,,,,,,,,
651162,Pago recibido,Pago recibido,,,,,,,,,,,,,
651172,Pago recibido,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Pago recibido,Pago recibido,Pago recibido,Promesa de Pago,Promesa de Pago,Pago recibido,Pago recibido,Promesa de Pago,Sin contacto (no atienden),Sin contacto (no atienden)
651315,Pago recibido,Pago recibido,Pago recibido,Pago recibido,,,,,,,,,,,
651343,Pago recibido,Pago recibido,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,Pago recibido,Pago recibido,,,,,,,
651716,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Sin contacto (no atienden),Contacto con Tercero,,,,,,,,,,
651734,Pago recibido,Contacto con Tercero,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago
652000,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Cambio de Domicilio,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero
652091,Pago recibido,Sin contacto (no atienden),Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Sin contacto (no atienden),Pago recibido,,,
652231,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Pago recibido,Pago recibido,Promesa de Pago,,,,,,,
652357,Pago recibido,Contacto con Tercero,Pago recibido,Promesa de Pago,Contacto con Tercero,Pago recibido,Contacto con Tercero,Contacto con Tercero,Promesa de Pago,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,,,
652721,Sin contacto (no atienden),,,,,,,,,,,,,,
652756,No contesta la llamada,,,,,,,,,,,,,,
652882,Promesa de Pago,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,,,,,,,,,
653280,Pago recibido,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Contacto con Tercero,Pago recibido,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,,,,
653502,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,,,,,,,,,,
653572,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Pago recibido,Promesa de Pago,,,,,,
653726,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,,,,,,
653731,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,,,,,,,
653787,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,,,,,,,,,,
653935,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,,,,,,,,,,
653984,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Sin contacto (no atienden),Contacto con Tercero,Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),No contesta la llamada,Sin contacto (no atienden),Promesa de Pago,Promesa de Pago,Promesa de Pago
654221,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago
654276,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago
654303,Promesa de Pago,Pago recibido,Contacto con Tercero,,,,,,,,,,,,
654335,Pago recibido,Pago recibido,Contacto con Tercero,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,,,,
